tBodyAccmeanX	tBodyAccmeanY	tBodyAccmeanZ	tBodyAccstdX	tBodyAccstdY	tBodyAccstdZ	tGravityAccmeanX	tGravityAccmeanY	tGravityAccmeanZ	tGravityAccstdX	tGravityAccstdY	tGravityAccstdZ	tBodyAccJerkmeanX	tBodyAccJerkmeanY	tBodyAccJerkmeanZ	tBodyAccJerkstdX	tBodyAccJerkstdY	tBodyAccJerkstdZ
654	0.30353079	-0.018931141	-0.13329166	-0.98066695	-0.94360269	-0.94272412	0.96328178	0.046789108	0.017694997	-0.96125188	-0.96184026	-0.94604374	0.061275387	0.040699728	0.0091467511	-0.98736157	-0.96572441	-0.97944391
655	0.27393338	-0.008602606	-0.11295468	-0.98882284	-0.95908889	-0.94504463	0.97132723	0.044714273	0.0085234202	-0.9888369	-0.98353528	-0.96885294	0.070166998	-0.0002796448	0.012694632	-0.98983051	-0.97161935	-0.98144664
656	0.27545496	-0.013879503	-0.10857249	-0.99366512	-0.96046581	-0.95458159	0.97041462	0.049683206	0.0055026335	-0.99305806	-0.98492984	-0.99557429	0.081144666	0.028132731	-0.0091221448	-0.99111515	-0.98125801	-0.98035496
657	0.27922977	-0.016394322	-0.11672419	-0.99301514	-0.94831378	-0.94715181	0.96959135	0.052009472	0.0058859535	-0.99826076	-0.9929871	-0.99257923	0.077317321	0.0088723405	-0.0089890149	-0.98932594	-0.96962206	-0.97675099
658	0.28152183	-0.027618206	-0.1394211	-0.99186807	-0.93348368	-0.94374977	0.97013351	0.052046246	0.0018521281	-0.99758826	-0.98554443	-0.95801564	0.077506122	-0.022561322	0.004419652	-0.98851052	-0.97178618	-0.97449638
659	0.27710335	-0.018334334	-0.12816714	-0.98990146	-0.9073442	-0.9404718	0.9712404	0.045769026	-0.0091203466	-0.99598418	-0.96348902	-0.94928695	0.070403763	0.057197374	-0.0017014426	-0.9870331	-0.97789742	-0.97699508
660	0.26872938	0.0050717783	-0.11269651	-0.98344075	-0.90904864	-0.93230388	0.97081182	0.046862778	-0.016331047	-0.99315005	-0.94988292	-0.98620151	0.079581366	0.016932069	0.014208052	-0.97489365	-0.9609764	-0.96112935
661	0.27550916	-0.01492251	-0.085847916	-0.9816198	-0.90509158	-0.89972154	0.96839018	0.059442605	-0.018412151	-0.99320178	-0.95826889	-0.97810243	0.075118635	-0.032349095	0.038507565	-0.97210853	-0.95637584	-0.95753808
662	0.28086926	-0.026303022	-0.097616309	-0.97994466	-0.93314967	-0.88583835	0.967914	0.06000875	-0.011903344	-0.99669044	-0.97317578	-0.94465653	0.072093162	0.008295094	-0.031776139	-0.96010671	-0.94826124	-0.95839133
663	0.27962823	-0.018238347	-0.12756565	-0.98079855	-0.93337761	-0.92258504	0.96892421	0.054211342	-0.0082648282	-0.99864226	-0.99000375	-0.96703969	0.082223578	0.016837555	0.001021319	-0.96216161	-0.94920791	-0.96081362
664	0.27731027	-0.015722833	-0.090720425	-0.99183571	-0.95885824	-0.95226001	0.96926974	0.053832119	-0.011613829	-0.99948666	-0.99477638	-0.97970943	0.072357885	0.020391263	0.010713315	-0.9891923	-0.97132532	-0.98284909
665	0.27669713	-0.014802084	-0.10155309	-0.99408313	-0.97290571	-0.95168149	0.9692105	0.055023192	-0.0063749707	-0.99965274	-0.99631952	-0.96656359	0.073231492	0.010915443	-0.044786725	-0.98980006	-0.98053469	-0.98658486
666	0.27757833	-0.014380308	-0.1182158	-0.99446799	-0.98092158	-0.97122812	0.96909948	0.056389387	-0.0042604573	-0.99995586	-0.99314586	-0.98234085	0.081045042	0.0085167145	0.0046709905	-0.990932	-0.98408805	-0.98706995
667	-0.41627026	-0.024966026	-0.034779749	-0.29748057	-0.64215059	-0.60245658	-0.43313049	0.21426564	0.96203022	0.54211655	-0.92177585	-0.50508339	0.56938525	-0.11552087	-0.23662956	-0.85811312	-0.84150577	-0.86676027
668	0.39232475	-0.036101162	-0.13142947	-0.87715453	-0.83077141	-0.84999323	-0.67339733	0.20938839	0.99558775	-0.83889571	-0.93538437	-0.91213111	0.087696206	0.0029096733	0.015173109	-0.90409541	-0.91549158	-0.87337877
669	0.2586773	-0.011112148	-0.10618486	-0.89197645	-0.89817621	-0.85530937	-0.64302583	0.19870645	0.98529477	-0.92302854	-0.98056139	-0.98820672	0.048884014	0.034566072	-0.0095345454	-0.92273188	-0.95055115	-0.86217024
670	0.2060255	-0.020043785	-0.11074855	-0.94131505	-0.94169494	-0.89494423	-0.65192096	0.20175749	0.98572613	-0.93020737	-0.98041255	-0.99404385	0.068444526	-0.024002549	0.024425088	-0.93587773	-0.96219598	-0.89634574
671	0.17617081	-0.03539695	-0.10972114	-0.9480146	-0.95925537	-0.93773709	-0.67883451	0.19932059	0.9845269	-0.9216679	-0.96823765	-0.99621452	0.092564636	0.0086841396	-0.0015179044	-0.95968198	-0.97214179	-0.93771137
672	0.22729781	-0.024895481	-0.11033182	-0.93422114	-0.95774761	-0.9869113	-0.71153022	0.18903028	0.98347667	-0.90005594	-0.969115	-0.99558835	0.089790927	0.023466873	0.0075819324	-0.98713515	-0.98588782	-0.98482584
673	0.29116623	-0.018296911	-0.10598526	-0.97493439	-0.97783532	-0.99260349	-0.72672745	0.18442774	0.98331934	-0.97760431	-0.99447165	-0.99573243	0.074996862	0.010948015	0.0018514608	-0.98976279	-0.9921457	-0.98979526
674	0.27181137	-0.018151458	-0.10816409	-0.96931923	-0.95642727	-0.97018356	-0.72366885	0.18354184	0.98428772	-0.99271165	-0.99233891	-0.99546737	0.074075321	0.016216706	0.0012108271	-0.97673808	-0.97546838	-0.97174189
675	0.27523237	-0.019276583	-0.1087394	-0.97041241	-0.94656729	-0.97199575	-0.72443084	0.18243392	0.98414011	-0.99628694	-0.99561042	-0.99582153	0.081041556	0.016056949	0.002739793	-0.97503796	-0.97019517	-0.9738119
676	0.28351827	-0.021130093	-0.10764403	-0.98716525	-0.96928886	-0.99613858	-0.72450867	0.18090315	0.98396745	-0.99291444	-0.98994446	-0.9972256	0.081077593	0.0051131903	-0.0086122019	-0.98815322	-0.98434784	-0.9949313
677	0.28838273	-0.017807675	-0.10853344	-0.98941954	-0.98959619	-0.99293772	-0.72236942	0.17916157	0.98419522	-0.9874714	-0.9971448	-0.99837755	0.079412421	0.0096358023	-0.0094574695	-0.99246578	-0.99485333	-0.98986833
678	0.29275667	-0.013916691	-0.10774243	-0.98577836	-0.97959483	-0.98697523	-0.71859599	0.17910181	0.98414982	-0.98862787	-0.99465298	-0.99877378	0.071500809	0.017177947	0.0056540782	-0.99014469	-0.99318201	-0.98619201
679	0.11384184	-0.11251405	-0.11870617	-0.9091701	-0.67126155	-0.87079183	-0.70617234	0.26241572	0.9773834	-0.59309353	-0.78731062	-0.89075126	0.16934406	0.21041216	-0.068224273	-0.92355782	-0.89106084	-0.93908871
680	0.21684883	-0.043106339	-0.11073282	-0.94838504	-0.88263279	-0.95020413	-0.7744934	0.21087533	0.97404123	-0.9239849	-0.89659036	-0.95146978	0.080966246	0.068965043	0.019831195	-0.97291437	-0.94889681	-0.9730389
681	0.27161479	-0.028221339	-0.10151911	-0.9750006	-0.94566764	-0.9858013	-0.79164827	0.19325338	0.97205408	-0.97823939	-0.97950844	-0.98105934	0.085694207	0.02981412	-0.013994963	-0.98484331	-0.97580574	-0.98586691
682	0.28402103	-0.018403077	-0.10821976	-0.96868792	-0.93705742	-0.98973833	-0.79320856	0.18748234	0.97471324	-0.98541816	-0.97726386	-0.99646665	0.077282347	0.015715299	-0.0060063624	-0.99037447	-0.98666474	-0.9902444
683	0.28598248	-0.013903898	-0.10709311	-0.96672495	-0.9468197	-0.98871732	-0.79008892	0.18660549	0.97474389	-0.97790526	-0.98352881	-0.99801932	0.082642178	0.0066610146	0.0071478074	-0.99114283	-0.99026134	-0.9892666
684	0.31987501	-0.0068985993	-0.11119043	-0.9363866	-0.91499533	-0.92588212	-0.78756429	0.18820653	0.97514069	-0.97802167	-0.98586928	-0.99693594	0.075298576	0.048945563	-0.0025073046	-0.9282292	-0.97207135	-0.94533053
685	0.29583035	-0.0022133121	-0.11105857	-0.92215064	-0.87437639	-0.92038754	-0.77424511	0.19716677	0.97436683	-0.93284446	-0.94349675	-0.99096212	0.055268106	-0.045926775	0.019477472	-0.92439452	-0.95311172	-0.94019471
686	0.25230455	-0.032651944	-0.10064527	-0.95383964	-0.87176362	-0.97120394	-0.76660608	0.20462459	0.97369516	-0.96364769	-0.96451885	-0.99051766	0.08131196	-0.024118159	0.0087117822	-0.96707208	-0.95477896	-0.97535842
687	0.2705239	-0.032988297	-0.10617797	-0.94459953	-0.89742108	-0.93268502	-0.77436937	0.1930992	0.97638778	-0.98108376	-0.94287551	-0.98391472	0.10316703	0.0649317	-0.024882437	-0.92257323	-0.9451569	-0.92229662
688	0.22404196	-0.022026203	-0.11496887	-0.9421847	-0.92290582	-0.93193734	-0.78117029	0.18359793	0.97707584	-0.97249816	-0.98560881	-0.98898329	0.066038949	0.0075903207	-0.008632584	-0.92276164	-0.95062463	-0.91959402
689	0.2538937	-0.019548917	-0.10853676	-0.94765347	-0.94153018	-0.97992191	-0.79799077	0.18082173	0.97497649	-0.94249178	-0.98044439	-0.9929917	0.064542321	0.012604522	0.0013831357	-0.97716862	-0.98598358	-0.98027903
690	0.28716162	-0.016669008	-0.10500043	-0.96684529	-0.95393102	-0.99597145	-0.80691286	0.17892616	0.9750074	-0.97235053	-0.98474806	-0.99528473	0.083428395	0.01831805	-0.0046810516	-0.99342162	-0.99113191	-0.99435122
691	0.25692753	-0.077237772	-0.15986202	-0.26322573	-0.15235504	-0.047242439	0.97504747	-0.061627819	0.02192575	-0.97852762	-0.88423404	-0.73043623	0.076654293	0.21147911	0.22884829	-0.25710731	-0.23611524	-0.36218428
692	0.29299566	-0.032579846	-0.060720267	-0.24944243	-0.13750279	-0.053337634	0.97524901	-0.086641419	0.0026942911	-0.98239301	-0.96121609	-0.89929006	0.19221158	0.16455705	-0.030024083	-0.24281729	-0.27172094	-0.35133227
693	0.31213933	-0.00048497069	-0.11742318	-0.24182218	-0.15861228	-0.022436647	0.97788537	-0.092594236	0.017898075	-0.99258238	-0.98830589	-0.96951653	0.024815094	-0.052187354	-0.056513881	-0.21203626	-0.35296319	-0.33956666
694	0.28917278	-0.0033662174	-0.08607509	-0.17603646	-0.12853253	-0.053730343	0.97721289	-0.091530331	0.017445968	-0.99494894	-0.98533606	-0.98667674	0.3755369	-0.25685396	-0.03593989	-0.20964582	-0.29678482	-0.39596866
695	0.24773273	-0.037916705	-0.14063085	-0.20877907	-0.16220641	-0.041820291	0.97670019	-0.087662542	0.013747049	-0.99442958	-0.98258464	-0.98042458	-0.22097878	0.021562712	0.033403964	-0.29161938	-0.32331045	-0.39468529
696	0.30160727	-0.018933459	-0.12417177	-0.26166584	-0.087129874	-0.0050998026	0.97806949	-0.084857254	0.0057128835	-0.98698674	-0.98705998	-0.95588709	-0.12366222	0.28494324	-0.4095149	-0.33368148	-0.31467056	-0.32969262
697	0.25926263	0.0012913056	-0.06855725	-0.27758691	-0.11767132	-0.071082674	0.97463269	-0.086534993	0.002842925	-0.97429561	-0.98315198	-0.9694745	0.24080312	0.019729728	0.10851249	-0.30085467	-0.31585824	-0.38064467
698	0.24894921	-0.026779687	-0.091554138	-0.40075074	-0.32508689	-0.15451191	0.97064239	-0.090702907	0.01503953	-0.99110998	-0.9870304	-0.92724499	0.025324873	-0.096255234	0.47882776	-0.3863051	-0.40506543	-0.46636147
699	0.30394848	-0.039207868	-0.085620878	-0.48053551	-0.41108025	-0.10619555	0.97459322	-0.095375736	0.027390529	-0.98530435	-0.98032165	-0.95689688	0.28496158	-0.029187486	-0.30803208	-0.49742913	-0.49296365	-0.47034108
700	0.30218429	-0.033786785	-0.13072719	-0.43053625	-0.25496365	-0.11179982	0.97862784	-0.10011941	0.031187505	-0.98937847	-0.97704403	-0.99039502	-0.082535544	0.19010623	-0.10736607	-0.44007649	-0.38247891	-0.47882258
701	0.22433029	0.0043613843	-0.10903042	-0.42993015	-0.22408877	-0.19834728	0.97795479	-0.098308293	0.029959277	-0.98862705	-0.97356431	-0.9763235	0.17315569	0.094845988	0.37683844	-0.42069229	-0.32222724	-0.50784189
702	0.32201286	-0.0046053224	-0.13526143	-0.42951492	-0.2602109	-0.086782757	0.97662292	-0.092891287	0.022543865	-0.99240434	-0.98484234	-0.95572175	0.21644835	0.012901944	-0.091260454	-0.44443435	-0.35659229	-0.35627327
703	0.27249121	-0.015148829	-0.11945084	-0.40219802	-0.27195316	-0.098625985	0.97640956	-0.092400999	0.014913841	-0.98731662	-0.98734634	-0.96230969	-0.15913313	-0.17245626	-0.05832996	-0.45071288	-0.39196906	-0.37774488
704	0.18843063	-0.05876707	-0.17047417	-0.26812048	-0.23997433	-0.00095792496	0.97839157	-0.059033485	0.016773029	-0.9852697	-0.92679385	-0.88000815	0.1878238	0.20809678	0.63670483	-0.28304939	-0.29404831	-0.33832131
705	0.26826709	-0.032576559	-0.101641	-0.2606375	-0.25535459	-0.071178125	0.97982161	-0.078576044	0.0043608228	-0.98517318	-0.94003709	-0.95846178	0.098221221	-0.090582558	0.072731426	-0.30407629	-0.35345627	-0.4091643
706	0.30712254	-0.038012774	-0.14582705	-0.30288243	-0.15001853	-0.12577546	0.98210624	-0.087768122	0.00092142692	-0.98184579	-0.98753334	-0.9792573	-0.13989453	0.15089653	-0.021109825	-0.33381648	-0.31812562	-0.45500138
707	0.24244829	0.0062265257	-0.11724025	-0.35988458	-0.19578212	-0.11874213	0.97994885	-0.089247999	-0.0036273163	-0.97976631	-0.98422441	-0.97514558	0.053309757	-0.19011823	-0.065811352	-0.35332371	-0.33643123	-0.47329665
708	0.27162533	-0.0014597576	-0.11099228	-0.29909556	-0.25029844	-0.086751637	0.9750397	-0.084848459	-0.0081633836	-0.99219543	-0.96473897	-0.97982886	-0.0016385757	-0.17639642	-0.081126418	-0.33395719	-0.37910999	-0.47985018
709	0.28905111	-0.046141496	-0.10050281	-0.24535499	-0.17657432	-0.091444214	0.97322948	-0.084522552	-0.015441246	-0.98952089	-0.96720195	-0.95620016	0.0918666	0.29347384	-0.06749724	-0.27700811	-0.27961789	-0.43008636
710	0.28784425	-0.033054387	-0.11609568	-0.25229841	-0.11023533	-0.040664178	0.97255091	-0.088948411	-0.016559963	-0.98462177	-0.98579661	-0.95485804	0.13686107	0.19360396	-0.042948112	-0.2407383	-0.20306309	-0.34909409
711	0.28140199	0.0085590762	-0.090913576	-0.24395899	-0.051279456	-0.057249103	0.97641416	-0.088406117	-0.012465123	-0.97808303	-0.98910255	-0.96734456	-0.022225628	-0.070194164	-0.13587328	-0.21610247	-0.25440233	-0.37427679
712	0.28188088	0.013383487	-0.056461323	-0.2210555	-0.064282421	-0.093444103	0.97833616	-0.088323506	-0.0071140086	-0.98537735	-0.98820069	-0.94772305	0.02388787	-0.22558859	-0.016480773	-0.16841502	-0.26278394	-0.39061412
713	0.27321363	-0.029130979	-0.059425422	-0.2527699	-0.13889163	-0.13213096	0.97611788	-0.085568216	0.007955227	-0.98799333	-0.9832143	-0.92911289	0.30939291	-0.22147305	0.15350018	-0.23449331	-0.2313814	-0.4159119
714	0.31520113	-0.060988516	-0.1284408	-0.30730436	-0.21226843	-0.12251696	0.97568699	-0.082629904	0.020591085	-0.99337646	-0.98605428	-0.9703943	0.034907735	0.15257239	-0.092843245	-0.31802935	-0.22299505	-0.41936434
715	0.23387284	-0.020112427	-0.13875748	-0.32774199	-0.11430739	-0.13047545	0.97735408	-0.088231779	0.020364203	-0.98938743	-0.96369817	-0.97082202	0.073963407	0.30871214	0.36952883	-0.3349988	-0.19547754	-0.44912283
716	0.2954706	0.010657572	-0.092545952	-0.34952403	-0.092867593	-0.19045342	0.97844158	-0.095504225	0.017589002	-0.99155995	-0.98611119	-0.98718359	0.35585019	-0.008463698	-0.16968078	-0.32794632	-0.18519835	-0.46849347
717	0.36489804	-0.020107747	0.010560103	0.032771917	-0.29559283	-0.4158194	0.96168447	-0.070850463	0.0231152	-0.94619988	-0.95246934	-0.79750736	0.54279943	-0.24892896	0.058065247	-0.27993789	-0.45086533	-0.64523614
718	0.34847866	-0.02644719	-0.083240538	0.14923994	-0.20566907	-0.42365251	0.97386658	-0.066217653	0.06436191	-0.95877461	-0.98517245	-0.8645536	-0.027210815	-0.13160109	-0.16588896	-0.11999727	-0.33192883	-0.60109778
719	0.36589969	-0.031332139	-0.024079018	0.18342105	-0.34456776	-0.40326764	0.96310129	-0.047336294	0.036429453	-0.92514966	-0.95000825	-0.78588836	0.43535575	0.10147319	-0.082638933	-0.055352988	-0.48852142	-0.61535985
720	0.40022209	-0.017475771	-0.23692576	0.13002028	-0.41203005	-0.39294447	0.96221907	-0.056461802	0.060647311	-0.92616964	-0.98299211	-0.85684628	-0.089798001	0.23362972	0.045665754	-0.076612651	-0.53038311	-0.53881492
721	0.14197324	-0.00094917845	-0.074267482	-0.038193543	-0.42510434	-0.30330362	0.97163411	-0.061004472	0.032383288	-0.94517107	-0.97645002	-0.79447812	-0.12864134	0.072069783	0.064040836	-0.33249949	-0.54759401	-0.61050978
722	0.24738527	-0.0099019473	-0.016418125	0.10295688	-0.2438854	-0.38951185	0.96902482	-0.06202415	0.043684509	-0.98268232	-0.97811392	-0.75042373	0.70172998	-0.28430046	-0.31872905	-0.17229907	-0.381823	-0.63022158
723	0.40989893	-0.049897307	-0.16143131	0.15218868	-0.26366661	-0.38963549	0.97185455	-0.064817337	0.070595566	-0.97472429	-0.95809066	-0.90155236	-0.014136336	-0.16219855	0.014762263	-0.066195862	-0.3744886	-0.51754506
724	0.19583759	-0.010125046	-0.10942438	-0.4592683	-0.26311066	-0.40259473	0.9802389	-0.092266572	-0.099530936	-0.94113932	-0.88487169	-0.85144839	0.16218823	-0.22874692	0.14135792	-0.51390052	-0.72436374	-0.76689154
725	0.26206247	-0.040443387	-0.1547422	-0.48578859	-0.27565586	-0.45661357	0.96456741	-0.10349481	-0.10036032	-0.91871462	-0.8241477	-0.90570442	0.083653566	-0.11570229	0.040039769	-0.50605864	-0.73150679	-0.79450711
726	0.3381516	-0.021815945	-0.23677799	-0.48041654	-0.28783836	-0.43122686	0.95272482	-0.14343611	-0.11687551	-0.97154552	-0.85016777	-0.87971444	0.029258376	0.083725065	-0.29184927	-0.4498059	-0.68875053	-0.73469939
727	0.168419	-0.048308647	-0.17172716	-0.61967936	-0.36674036	-0.4369523	0.94776543	-0.15646045	-0.15593242	-0.95416875	-0.95048785	-0.77932135	0.1828006	0.16053198	0.16184227	-0.60392365	-0.70377466	-0.75434345
728	0.27431063	0.020916672	-0.13277016	-0.49080314	-0.31022152	-0.31112567	0.95647682	-0.14574858	-0.12581764	-0.86385792	-0.83754197	-0.80641667	0.028696949	-0.092451549	0.13629414	-0.51064741	-0.55446694	-0.69099169
729	0.17677724	-0.076101166	-0.15173068	-0.49545696	-0.35600881	-0.33063925	0.9642997	-0.13073632	-0.14553124	-0.90263512	-0.9111316	-0.76265844	0.50784202	-0.092071312	0.22708543	-0.48690332	-0.6455615	-0.66594671
730	0.35711293	-0.037107588	-0.029178204	-0.47258557	-0.29052362	-0.33964635	0.94473233	-0.15728621	-0.17165471	-0.96114585	-0.91125955	-0.92372177	0.22504625	0.026718865	-0.086214086	-0.45622756	-0.62908665	-0.66666519
731	0.33710384	0.014171853	-0.048200089	-0.48408672	-0.322866	-0.44961009	0.95214792	-0.15778017	-0.14844837	-0.95991028	-0.91443842	-0.86750338	-0.25862041	-0.015209776	-0.42113891	-0.46443061	-0.64407762	-0.68582235
732	0.26991783	-0.0025826462	-0.10353957	-0.44620801	-0.34243457	-0.47419469	0.96043712	-0.13433521	-0.12496646	-0.98621182	-0.92491161	-0.94156049	-0.1186709	-0.03554191	-0.25887307	-0.41763663	-0.66174898	-0.68291105
733	0.21699256	-0.022619612	-0.16951171	-0.41332539	-0.30465184	-0.42178746	0.96141829	-0.12707275	-0.11878509	-0.97977258	-0.96834126	-0.98982246	0.10597648	0.089669376	0.1169854	-0.41132746	-0.58955954	-0.64505903
734	0.20981027	0.022260093	-0.033581504	0.086031786	-0.22821479	-0.38437248	0.95214294	-0.07605386	0.008672319	-0.95292874	-0.93271534	-0.80619187	0.50676876	-0.38892503	-0.16819022	-0.12703964	-0.4074551	-0.58851496
735	0.26933255	-0.0018076137	-0.12560498	0.082360643	-0.22643468	-0.4362732	0.96402148	-0.062032065	0.035267388	-0.93517302	-0.95626797	-0.94003053	0.78458536	-0.42665793	-0.34405964	-0.12308791	-0.41517902	-0.64262106
736	0.23763448	0.0031786944	0.064080288	0.10776079	0.30190524	-0.18107034	0.95191509	-0.085948062	-0.039461426	-0.96201231	-0.75819069	-0.7547587	0.60769199	-0.63588232	-0.14055392	-0.070983155	-0.12200316	-0.4876634
737	0.31530699	-0.058780147	-0.052554694	0.17975451	0.24702815	-0.09257576	0.94791507	-0.077891493	0.013005688	-0.97867685	-0.90868181	-0.83260471	0.25346506	-0.076155587	-0.1252539	0.097608403	0.045460832	-0.43038931
738	0.32082322	-0.034704678	-0.12628816	0.2618728	-0.037671778	-0.04719963	0.95186621	-0.096670946	0.028679268	-0.98174652	-0.95185103	-0.96573211	-0.30275806	0.51857596	0.098452749	0.14624898	-0.10800481	-0.39739079
739	0.20254711	0.034169697	-0.10314094	0.27677757	-0.28699259	-0.22269713	0.95610202	-0.093476458	0.027984935	-0.98285987	-0.93514432	-0.97602779	-0.031941459	0.1188678	0.099640684	0.04957155	-0.43042919	-0.50583055
740	0.2662233	-0.079818242	-0.22121129	-0.34682303	-0.25686341	-0.40143589	0.98825473	-0.088201445	-0.12463962	-0.94672135	-0.87426883	-0.83151479	0.12595293	-0.10681131	-0.14643363	-0.30529926	-0.55202705	-0.64798052
741	0.27341427	-0.081179448	-0.14184135	-0.37747927	-0.31279364	-0.40793915	0.96865282	-0.13243705	-0.15929575	-0.94651869	-0.8546288	-0.90348949	-0.39434292	-0.11313165	0.027290777	-0.29479827	-0.56528535	-0.59539416
742	0.1816777	-0.011138253	-0.10962099	-0.40776374	-0.13210918	-0.29644676	0.95470105	-0.17126686	-0.16879979	-0.97386899	-0.90305304	-0.97033254	0.055545635	-0.12981305	0.38839599	-0.32423207	-0.53990636	-0.59463138
743	0.25522432	0.021098662	-0.10925551	-0.38711054	-0.14908912	-0.28414983	0.94333121	-0.16960675	-0.17330751	-0.95859857	-0.88095025	-0.9488524	0.49114016	-0.23927221	-0.11326226	-0.36870361	-0.55343329	-0.60299916
744	0.30273179	0.00061174207	-0.032746272	-0.46850124	-0.31960741	-0.44170595	0.93658349	-0.13851723	-0.17795771	-0.98289933	-0.89372361	-0.97141825	0.17796181	-0.022143885	-0.067651948	-0.43579851	-0.59071022	-0.65536649
745	0.26716465	-0.01524637	-0.10410736	-0.46334152	-0.31408034	-0.40267658	0.94389292	-0.12553978	-0.16036395	-0.96659863	-0.97177403	-0.89040626	0.070263351	0.2280266	0.17886558	-0.38937383	-0.5629324	-0.69154235
746	0.35102469	-0.066196954	-0.1886785	-0.37211418	-0.21995347	-0.43089696	0.95165588	-0.13379219	-0.16043757	-0.98286326	-0.94408281	-0.87231228	-0.12603939	0.10586665	-0.26123876	-0.29783729	-0.53190857	-0.67739827
747	0.32179632	-0.053411418	-0.10450363	-0.36139995	-0.24072341	-0.44467238	0.95127681	-0.14985065	-0.1854907	-0.98710101	-0.93186643	-0.90343184	-0.34372175	-0.048841205	-0.35211798	-0.30337011	-0.58614992	-0.68585209
748	0.20625869	0.031875904	0.0341101	0.14577185	-0.27011018	-0.39079978	0.94323989	-0.073735398	-0.033637405	-0.93604961	-0.92736665	-0.80081169	0.76344356	-0.046622689	-0.026706135	-0.049905222	-0.51337689	-0.62804584
749	0.41817187	-0.022827657	-0.057498696	0.28448942	-0.20719618	-0.30676483	0.94400453	-0.050318504	0.0145492	-0.93393774	-0.90416561	-0.71673626	0.14257532	-0.19527239	-0.20222634	-0.087829232	-0.41276946	-0.64484374
750	0.31846146	-0.071460473	-0.14184731	0.29993354	-0.10755578	-0.25995185	0.96578467	-0.048667512	0.030189208	-0.93447927	-0.91289157	-0.86079393	-0.83228625	-0.10820275	0.027802536	-0.066231084	-0.28971535	-0.56775585
751	0.21823699	-0.038003458	-0.15730285	0.37427546	0.0020534178	0.017292472	0.96694348	-0.076265238	0.016358472	-0.94809957	-0.90665984	-0.94335638	0.16025051	0.30950665	0.18085287	0.14581932	-0.18346074	-0.39148197
752	0.31554245	-0.070483118	-0.24765379	0.33578806	0.23657671	0.092114819	0.9453247	-0.087035222	0.0048225568	-0.93605251	-0.95527359	-0.82972483	0.59993634	0.43474241	0.080789046	0.18378086	-0.075361647	-0.25063945
753	0.27064646	-0.00015979184	-0.0074276256	0.18170028	0.22291785	-0.051702126	0.93080017	-0.098573085	-0.029319818	-0.96392707	-0.90758279	-0.80856414	-0.075932876	-0.16235142	-0.16550897	0.053110405	-0.1411865	-0.33758143
754	0.21349459	0.052070374	0.061747382	0.26541058	-0.078483691	-0.30002907	0.94145059	-0.093557098	-0.00052276839	-0.93475956	-0.88388675	-0.66516044	0.5051043	-0.37736669	-0.22335427	0.054848476	-0.27131594	-0.5712605
755	0.24156215	-0.050591189	-0.11398359	0.39409227	-0.18875959	-0.32532161	0.95085512	-0.074348507	0.050343288	-0.97182454	-0.96319471	-0.89276555	0.2601942	-0.1032895	0.024470608	0.19771532	-0.25683614	-0.44861165
756	0.24835171	-0.055910089	-0.21462987	-0.46014977	-0.26652406	-0.38572284	0.98294141	-0.089085839	-0.12788518	-0.95308697	-0.91343434	-0.82685073	0.032850434	0.18107023	0.072684219	-0.38031801	-0.54326687	-0.60582174
757	0.16453897	-0.036406143	-0.16361975	-0.53995708	-0.3006808	-0.44517359	0.96854011	-0.11070938	-0.1637727	-0.919474	-0.88358396	-0.90014249	0.46188205	0.35648924	0.27342548	-0.46370356	-0.60406283	-0.62361228
758	0.27160132	-0.015072016	-0.094344308	-0.4205768	-0.17552815	-0.38758467	0.94437692	-0.13761297	-0.18117619	-0.95782608	-0.94006281	-0.93219764	0.10428746	-0.098151463	-0.22895598	-0.37021139	-0.58944652	-0.63711821
759	0.33131531	0.010285326	-0.093165037	-0.33810253	-0.15878539	-0.38449557	0.9389173	-0.15284993	-0.1795832	-0.97396842	-0.94361	-0.93715018	-0.25997921	-0.29247179	0.0030311867	-0.28609706	-0.53611561	-0.64679218
760	0.25539558	-0.012916275	-0.1116268	-0.3699845	-0.13076821	-0.45791161	0.94490481	-0.14596825	-0.17120929	-0.97125393	-0.91614992	-0.95603276	0.036340684	0.0480296	0.32791321	-0.32685975	-0.48998083	-0.63594343
761	0.23285205	-0.062350326	-0.087365487	-0.41151306	-0.098602637	-0.36786275	0.94602431	-0.14467524	-0.16356304	-0.98358679	-0.91805383	-0.94568242	0.4746062	-0.076844039	0.082595546	-0.33463739	-0.46452856	-0.62004817
762	0.24507655	-0.01122626	-0.11220588	-0.43224916	-0.18507947	-0.37237746	0.9424548	-0.15590408	-0.16287384	-0.98805615	-0.95033424	-0.96411033	0.32639521	-0.19276691	0.086336795	-0.30872631	-0.52478978	-0.65921486
763	0.25875116	-0.018484632	-0.12003269	-0.49903741	-0.26763321	-0.44575243	0.94078997	-0.1494667	-0.17640726	-0.99127275	-0.94783398	-0.92942825	-0.18661243	0.12906962	0.089591542	-0.41669752	-0.58864469	-0.69675048
764	0.36449617	-0.085399483	0.096598135	-0.85482264	-0.51391592	-0.66702097	0.91195318	0.10382891	-0.24561753	-0.92356483	-0.86256565	-0.71199359	0.1064161	0.029424934	0.054815733	-0.79876805	-0.68605084	-0.86448946
